id,card_id,merchant_id,date,amount
164,3533511135171193,49288-0675,2021-08-10 05:27:14,233
165,5602249168849036,59011-750,2021-07-19 03:16:36,803
166,5010121373466060,59011-750,2021-05-17 04:24:43,448
167,3582245918238891,36800-205,2021-08-23 05:29:19,853
168,3549731533675494,63304-549,2021-09-02 09:12:14,232
169,5427480771757943,0179-0063,2022-01-01 17:48:42,16
170,374622701487927,61096-0017,2021-05-04 22:00:53,878
171,3560913000279471,50436-6526,2022-01-03 16:08:57,849
172,3560156477515395,64092-120,2021-02-15 02:09:46,190
173,3551712769143469,51060-037,2021-06-04 01:12:14,636
174,564182353802721991,0615-5541,2021-03-14 02:44:46,495
175,3557360840810344,0536-2220,2021-08-20 10:03:25,436
176,3576078211269919,29860-217,2021-03-03 19:53:32,823
177,5048372701501005,64269-9907,2021-06-08 17:05:07,245
178,5100174141386426,67877-211,2021-10-04 15:05:54,353
179,3576955327176585,63402-208,2021-07-05 20:11:56,32
180,30480997971906,59762-5091,2021-07-08 21:08:01,959
181,63048599904905752,64205-224,2021-09-24 03:20:05,428
182,3582277509294413,52584-921,2021-06-18 14:18:30,359
183,3539050192723137,52099-8005,2021-12-10 15:36:00,102
184,6304351569245870828,49288-0675,2021-09-05 04:31:12,468
185,3540178332930853,21695-666,2021-06-16 22:29:50,54
186,3565431901691871,0536-2220,2021-06-25 12:31:32,901
187,3575088138570696,49288-0675,2021-05-14 00:01:04,558
188,3556254119599129,64269-9907,2021-06-01 04:12:13,910
189,490352746888884868,29860-217,2021-02-18 12:49:23,54
190,3574835016230749,52584-921,2021-09-01 00:29:07,52
191,4911533139048157016,61096-0017,2021-06-14 09:37:55,327
192,3534047876677915,64092-120,2021-10-26 07:46:12,518
193,3587545861804820,64205-224,2021-11-23 23:09:26,983
194,36426788895659,51060-037,2021-02-05 10:13:57,109
195,374288879786183,59011-750,2021-08-04 19:32:26,232
196,3544538128466147,21695-666,2021-10-15 15:58:49,238
197,6759889049337683120,67877-211,2021-05-24 15:46:42,418
198,5602258575269365,0179-0063,2021-10-06 06:18:21,962
199,36349662156826,59762-5091,2021-03-08 02:12:23,199
200,67613844902417913,52099-8005,2021-04-23 07:48:45,995
201,67621660904467783,63304-549,2021-09-25 08:58:23,850
202,5048375669976416,63402-208,2021-09-24 16:09:59,210
203,3580781497180536,36800-205,2021-03-03 05:23:41,307
204,201812427201848,0615-5541,2021-11-16 19:46:40,921
205,6761000745405668,50436-6526,2021-07-18 18:25:04,122
206,337941380127893,61096-0017,2021-04-20 21:35:47,26
207,201480970289246,64092-120,2021-05-28 19:53:56,621
208,5602224585420539,0615-5541,2021-01-25 05:27:41,768
209,370284646804072,29860-217,2021-06-09 10:52:06,836
210,3563868291866872,36800-205,2021-06-15 13:51:07,39
211,6761117674556335,21695-666,2021-12-06 08:58:39,806
212,6762027504977768166,64269-9907,2021-12-29 15:54:25,71
213,675941194820408559,59762-5091,2021-03-17 16:38:58,334
214,3532286140293958,63402-208,2021-12-30 01:11:16,495
215,4041374540151,59011-750,2021-10-19 16:46:34,907
216,378543396637376,67877-211,2021-08-10 14:41:27,114
217,6382485140393800,51060-037,2021-02-10 12:04:56,172
218,4913151056147274,52584-921,2021-09-14 04:34:03,858
219,30398410160453,0179-0063,2021-01-28 02:25:58,906
220,5100140675912325,50436-6526,2021-05-13 03:34:41,79
221,342664508383908,63304-549,2021-12-19 08:44:32,554
222,3540371702091451,49288-0675,2021-06-19 18:17:38,493
223,6390236217946164,52099-8005,2021-09-23 15:00:35,921
224,3531580018019144,64205-224,2021-07-16 07:05:36,88
225,67612045195559103,0536-2220,2021-11-24 21:58:42,679
226,493618143258341303,64205-224,2021-03-09 03:51:31,277
227,5610546903844978,59011-750,2021-06-16 13:09:36,829
228,3547492065360482,59762-5091,2021-07-12 09:28:27,214
229,5048370413418963,52099-8005,2021-07-07 19:45:30,847
230,5377669554915211,0179-0063,2021-06-08 14:37:14,492
231,30230336868382,49288-0675,2022-01-10 08:16:37,765
232,3578393161343673,36800-205,2021-09-03 21:50:47,380
233,6394506477384124,67877-211,2021-05-27 01:02:29,433
234,3559883669427666,0615-5541,2021-06-26 17:56:26,68
235,3588917293934070,63402-208,2021-09-18 07:23:15,844
236,5100139099928065,63304-549,2021-04-21 19:34:27,748
237,3577101986589664,51060-037,2021-11-12 18:05:46,28
238,3542097869234042,61096-0017,2021-04-30 09:38:28,853
239,3580194084338840,64269-9907,2021-10-10 05:28:18,881
240,3574452923124310,0536-2220,2021-08-27 04:00:20,523
241,67614106220428397,21695-666,2021-02-16 03:25:34,754
242,3559662384959637,64092-120,2021-08-15 01:26:54,821
243,5007663183581823,29860-217,2021-06-01 10:10:27,481
244,3583489900204235,52584-921,2021-03-24 08:09:15,505
245,4041379987886,50436-6526,2021-03-13 14:57:08,436
246,3579552949082718,52099-8005,2021-04-04 10:15:13,425
247,5610804982220473,36800-205,2021-07-13 21:46:11,165
248,4290063293896469,64205-224,2021-06-14 05:04:16,440
249,503843840312657961,59762-5091,2021-07-21 01:08:48,774
250,4041599910890163,0179-0063,2021-01-31 11:36:25,718
251,3578393161343673,67877-211,2021-07-09 04:03:16,761
252,3562554942564519,52584-921,2021-11-10 12:17:26,173
253,67612045195559103,63402-208,2021-03-01 08:23:49,693
254,3535840283655568,0536-2220,2021-12-04 13:59:47,514
255,30167950364225,61096-0017,2022-01-03 10:53:21,398
256,36426788895659,52099-8005,2021-10-22 10:45:33,72
257,5100144272351473,64092-120,2021-09-12 22:23:14,224
258,493618143258341303,29860-217,2021-10-18 14:56:05,111
259,3528030428536787,21695-666,2021-09-22 05:35:43,155
260,5602237059798800,59762-5091,2021-02-08 13:09:36,235
261,5100139099928065,0615-5541,2021-05-26 20:28:56,278
262,5641823676205683871,50436-6526,2021-04-09 00:52:22,534
263,3545228318723106,64269-9907,2021-10-10 08:11:57,756
264,3580385105014713,64205-224,2021-05-28 00:13:37,222
265,560224389822588802,36800-205,2021-06-07 08:44:18,188
266,5584932153741209,59011-750,2021-12-01 08:38:16,663
267,30567977243213,0179-0063,2021-04-21 07:43:07,318
268,3581735677948319,51060-037,2021-11-29 06:09:58,946
269,3581433436359602,49288-0675,2021-04-06 22:06:55,497
270,3585667625569911,63304-549,2021-12-21 22:28:29,809
271,564182353802721991,63304-549,2021-09-18 23:47:09,478
272,6763689550351062,64205-224,2021-08-08 07:13:12,886
273,3545007413694077,29860-217,2021-12-08 11:55:20,843
274,5602218347802810,21695-666,2021-05-22 04:13:34,667
275,3551181253343557,59762-5091,2021-12-30 15:26:33,926
276,3528234153102407,59011-750,2021-04-24 13:34:52,155
277,3581574413687828,0536-2220,2021-03-06 09:38:24,73
278,3528749418457858,0179-0063,2021-11-14 15:46:43,172
279,6304351569245870828,67877-211,2021-09-13 08:41:39,594
280,4844819842356318,51060-037,2021-06-16 14:42:49,880
281,5602256124496513,63402-208,2021-09-18 04:27:33,334
282,3560991007978469,61096-0017,2021-04-18 11:56:07,680
283,5020884528887285074,52584-921,2021-07-13 10:53:02,825
284,3536267153657020,36800-205,2021-10-15 05:04:58,798
285,201912094270728,50436-6526,2021-10-29 04:13:54,938
286,5893852550333250823,52099-8005,2021-11-09 01:24:54,60
287,3569145455318105,64092-120,2021-10-06 13:07:31,479
288,201465793789936,0615-5541,2022-01-06 01:30:04,156
289,5048372738337191,64269-9907,2021-01-31 08:46:43,265
290,3576078211269919,49288-0675,2021-12-27 07:33:20,549
291,3534049910464482,0615-5541,2021-06-30 19:41:44,941
292,5641823303238330,63304-549,2021-09-23 15:33:14,994
293,3572734327005456,59011-750,2021-03-15 23:45:09,385
294,675927530800857216,59762-5091,2021-02-10 23:46:55,809
295,3530046237633025,52099-8005,2021-11-05 17:29:58,702
296,5010127381489481,64205-224,2021-08-23 04:26:17,503
297,4543062224758,67877-211,2021-10-02 02:15:53,199
298,3534078307812177,64092-120,2021-05-31 08:01:21,877
299,676170295490463509,49288-0675,2021-11-09 04:52:15,902
300,3575871179395994,0536-2220,2021-09-15 19:03:09,185
301,3583489900204235,51060-037,2021-10-21 18:10:45,21
302,5610129240354819,0179-0063,2021-05-12 06:13:35,123
303,3588067062158269,36800-205,2021-03-01 06:20:35,714
304,3534256452362210,64269-9907,2022-01-20 17:40:00,756
305,3564840213064828,63402-208,2021-03-10 03:08:28,555
306,3579537249832128,29860-217,2021-07-20 17:10:46,259
307,3540178332930853,50436-6526,2021-04-19 00:29:10,171
308,3587847925524745,61096-0017,2021-12-10 09:59:41,321
309,3581138647869071,21695-666,2021-07-16 06:34:45,847
310,374622718935082,52584-921,2021-07-03 08:09:43,97
311,6763518242497035,52584-921,2021-10-05 06:50:41,944
312,3553191379996640,63304-549,2021-02-16 20:47:52,477
313,5323804300880980,50436-6526,2021-05-24 10:26:18,98
314,675902416555861372,0615-5541,2022-01-10 01:18:45,682
315,6771205746847252997,51060-037,2021-03-10 18:04:06,228
316,201517605613892,0179-0063,2021-08-16 18:14:11,270
317,5100171087721384,64092-120,2021-06-07 15:16:26,836
318,3564088427105843,59011-750,2021-09-17 07:41:00,795
319,3554557573017822,64205-224,2021-11-09 02:45:24,769
320,5018051586981996187,21695-666,2022-01-20 00:13:53,907
321,3576122616857603,59762-5091,2021-02-11 17:58:05,188
322,4041374540151,0536-2220,2021-10-09 15:16:48,583
323,6762027504977768166,52099-8005,2021-08-09 03:18:54,949
324,3532286140293958,49288-0675,2021-11-18 03:29:06,482
325,3545801308424222,29860-217,2021-09-03 05:51:27,721
326,3542125651710042,64269-9907,2021-02-09 01:09:08,900
327,3533692252389790,61096-0017,2021-03-29 19:28:49,880
328,4913184990463051,36800-205,2021-06-15 15:22:01,922
329,3533030320816967,63402-208,2021-09-02 13:27:43,354
330,3540371702091451,67877-211,2021-06-29 18:13:54,378
331,4041599931938,61096-0017,2021-07-28 12:08:03,45
332,3556290483502810,29860-217,2021-12-21 05:47:24,18
333,5537636769561665,49288-0675,2021-07-18 17:25:41,339
334,3563442018637782,63304-549,2022-01-12 23:28:52,779
335,4917899396159161,63402-208,2021-03-02 02:19:51,281
336,6381794212598654,64092-120,2021-08-17 16:37:19,137
337,3585468521749560,52099-8005,2021-01-24 04:06:04,290
338,5542508422069662,64269-9907,2021-03-08 10:03:02,893
339,374622045752036,59011-750,2022-01-09 04:16:38,134
340,30480997971906,64205-224,2021-07-13 08:54:59,373
341,3530902459458691,0615-5541,2021-07-24 20:34:59,915
342,3553084632450986,51060-037,2021-12-23 08:10:58,705
343,490352746888884868,50436-6526,2021-04-11 17:52:45,263
344,4905096510313922477,0536-2220,2021-02-15 01:57:45,426
345,5100177278406750,59762-5091,2021-11-15 04:15:03,847
346,4026650640215533,36800-205,2021-05-20 18:40:22,379
347,6759168805845927,0179-0063,2021-11-23 06:41:54,266
348,201687462044224,21695-666,2021-04-05 18:24:15,805
349,3576078413157789,52584-921,2021-09-30 06:30:18,761
350,3584778297017021,67877-211,2021-08-30 15:16:28,67
351,5386458435331577,0615-5541,2021-10-31 22:40:50,137
352,3566627436089635,50436-6526,2022-01-09 07:42:27,5
353,5018171008466769570,61096-0017,2021-10-14 22:08:57,27
354,3583613636009150,63304-549,2021-08-07 03:26:57,917
355,3578502629890246,52099-8005,2021-03-04 15:28:53,773
356,5002354584793945,63402-208,2021-12-22 19:43:35,434
357,67613844902417913,0179-0063,2021-01-25 12:58:00,743
358,3532474489285724,59011-750,2021-07-18 23:47:48,16
359,370284646804072,51060-037,2021-06-14 10:58:47,394
360,6762782369835515992,49288-0675,2021-07-31 17:41:21,355
361,3533365806465685,36800-205,2021-04-02 19:01:36,712
362,3566087111265887,52584-921,2021-05-05 15:39:03,621
363,3575088138570696,0536-2220,2021-07-22 13:42:06,366
364,374622701487927,64205-224,2022-01-12 18:06:43,254
365,4913309223145700,64269-9907,2021-11-20 21:30:43,161
366,3538725699801483,67877-211,2021-05-06 02:10:09,478
367,3582277509294413,29860-217,2021-09-19 13:22:15,275
368,3531339907224095,59762-5091,2021-10-15 04:41:30,732
369,3532872043745077,21695-666,2021-06-02 02:27:41,179
370,6333703295217404,64092-120,2021-08-29 15:10:33,580
371,3574434006281928,29860-217,2021-08-24 17:53:10,956
372,5233041168747139,49288-0675,2021-03-09 21:24:40,672
373,337941380127893,52584-921,2021-04-01 02:16:06,499
374,3536458082329571,51060-037,2021-06-08 14:18:07,712
375,5602249168849036,59762-5091,2021-08-20 16:48:12,662
376,6759197802024863,50436-6526,2021-03-06 00:38:35,139
377,5100144272351473,63304-549,2021-06-02 10:03:29,282
378,3553956364130961,0536-2220,2021-11-28 16:29:06,97
379,4508143516212823,49288-0675,2021-06-01 18:46:41,949
380,6759054299076684,52584-921,2021-10-28 18:14:49,422
381,3583489900204235,64092-120,2021-12-23 05:35:37,835
382,5602221628241401,59762-5091,2021-02-26 15:57:16,743
383,3575088138570696,51060-037,2021-05-30 16:17:10,692
384,377348600292625,64205-224,2021-03-01 03:26:22,362
385,3564710847664824,61096-0017,2021-10-21 14:59:22,105
386,67631789678660261,0179-0063,2021-08-27 16:50:39,549
387,3582109972849631,64269-9907,2021-10-15 00:20:08,663
388,3528749418457858,67877-211,2021-12-29 04:04:20,688
389,4508783279677033,0615-5541,2021-05-17 23:26:23,993
390,4913309223145700,29860-217,2021-04-30 10:09:47,184
391,201812427201848,21695-666,2021-03-21 10:50:20,927
392,5610546903844978,59011-750,2021-02-26 12:06:49,679
393,30426778076282,63402-208,2021-04-25 17:52:13,371
394,5602245381682485,36800-205,2021-02-27 01:55:43,435
395,30452500510455,52099-8005,2021-06-05 03:33:34,208
396,4175004192313966,59762-5091,2021-10-28 09:43:26,139
397,5610243526959611,64269-9907,2021-02-24 07:10:40,518
398,490386353168286086,64205-224,2021-04-07 06:47:29,312
399,63043267690305646,51060-037,2021-03-13 15:00:01,107
400,3551554649239459,61096-0017,2021-02-16 04:10:45,400
401,30398410160453,63402-208,2021-02-23 23:15:29,473
402,5602212246561290983,63304-549,2021-07-30 12:21:41,37
403,676149417368068941,67877-211,2021-05-11 03:05:04,686
404,3575871179395994,21695-666,2022-01-09 15:09:40,861
405,5100135251807881,0179-0063,2021-07-24 11:44:24,180
406,6763859511211842,50436-6526,2021-08-15 02:35:59,893
407,201477441119689,29860-217,2021-11-17 16:30:25,587
408,5602211151330176,59011-750,2021-07-14 19:12:12,474
409,67093137851794716,52099-8005,2021-02-12 07:59:24,344
410,5100139099928065,52584-921,2021-04-03 04:49:24,402
411,3571718704008689,49288-0675,2021-06-06 15:56:03,195
412,4844675442137478,0615-5541,2021-05-05 19:25:45,704
413,3539658780088075,0536-2220,2021-09-01 12:54:58,658
414,3588194545551264,64092-120,2022-01-05 13:10:32,887
415,3563442018637782,36800-205,2021-09-22 22:44:27,277
416,3583569043352262,29860-217,2022-01-08 19:39:16,343
417,5112815023788859,0179-0063,2021-03-07 08:37:33,541
418,3582299193158886,63402-208,2021-12-26 16:03:39,315
419,675933333352625038,59011-750,2021-11-13 17:42:20,932
420,30075114840800,64205-224,2021-07-15 03:25:04,367
421,3538725699801483,21695-666,2021-08-24 03:31:41,836
422,3533087672380661,50436-6526,2021-03-17 23:06:40,85
423,5222056922269322,0615-5541,2021-10-03 03:36:01,765
424,675922562305990759,0536-2220,2021-02-14 01:38:06,500
425,3546917430110510,36800-205,2021-12-29 13:49:12,397
426,4913151056147274,64092-120,2021-08-05 00:33:04,422
427,201630001586628,49288-0675,2021-03-07 13:33:48,345
428,5406382176454982,59762-5091,2021-06-29 02:20:54,154
429,4913532302394770,52099-8005,2021-07-12 22:03:33,717
430,337941380127893,63304-549,2021-07-11 09:08:20,851
431,3540079877048244,51060-037,2021-04-04 10:35:54,875
432,3540371702091451,52584-921,2021-02-22 08:19:29,35
433,6763518242497035,64269-9907,2021-11-06 00:38:29,819
434,6767666414370687788,67877-211,2021-07-12 04:30:08,154
435,3533465977117337,61096-0017,2021-02-22 02:22:49,819
436,6763689550351062,59762-5091,2021-01-27 21:18:18,594
437,374622045752036,0179-0063,2021-04-22 16:49:13,901
438,6759041671732893,67877-211,2021-07-13 23:28:57,424
439,3556484672416144,29860-217,2021-01-27 16:19:48,120
440,3536267153657020,52584-921,2021-01-29 08:07:16,154
441,3533030320816967,36800-205,2021-11-10 21:11:03,544
442,3533692252389790,59011-750,2021-08-30 23:51:07,114
443,3540474825912445,50436-6526,2021-03-22 14:12:01,7
444,3582245918238891,63402-208,2021-09-05 14:24:54,700
445,3576078211269919,51060-037,2021-11-07 07:50:19,310
446,3566581890007296,52099-8005,2021-08-01 13:36:36,328
447,3530902459458691,0536-2220,2021-05-02 17:57:16,234
448,3572981748711655,0615-5541,2021-11-24 01:55:09,24
449,344006069204453,61096-0017,2021-05-28 02:09:33,483
450,374288861326063,64205-224,2021-07-27 03:11:44,607
451,3581984835148061,21695-666,2021-06-19 06:20:29,256
452,6386850099162207,64269-9907,2021-11-27 05:37:30,351
453,3563761037432812,63304-549,2021-05-29 00:20:28,155
454,36580916442642,64092-120,2021-11-26 05:00:12,67
455,3578445690790814,49288-0675,2021-04-11 07:13:37,879
456,3582232644639311,67877-211,2021-06-19 09:32:30,294
457,3565244646317615,64205-224,2021-09-07 10:17:55,664
458,6331104320705467,59762-5091,2021-02-01 05:28:58,192
459,4508080075341041,63402-208,2021-02-08 19:58:59,983
460,3571104423580425,49288-0675,2021-06-13 09:39:19,329
461,58938235402778226,36800-205,2021-12-07 23:47:45,331
462,3533365806465685,51060-037,2021-11-04 14:50:40,42
463,5100177278406750,52584-921,2021-03-20 01:52:59,168
464,6304027719636964,0615-5541,2021-12-30 14:54:34,889
465,3545007413694077,52099-8005,2021-08-16 06:57:42,218
466,677146140791676434,64092-120,2021-10-28 18:53:11,69
467,4405170502256989,29860-217,2021-03-16 20:31:25,799
468,3530930191459115,59011-750,2022-01-21 13:30:20,385
469,3565431901691871,61096-0017,2021-10-24 04:38:36,77
470,4911533139048157016,0536-2220,2021-07-18 14:50:17,704
471,5502362529798643,63304-549,2021-09-13 03:47:59,831
472,30113550510163,0179-0063,2021-04-24 08:43:12,469
473,6759889049337683120,50436-6526,2021-10-06 04:54:26,368
474,3543338146070174,64269-9907,2021-05-01 20:38:38,889
475,3570433828726064,21695-666,2021-06-26 17:13:13,418
